id	aroE	ddl	gdh	gki	recP	spi	xpt	Sp_cgc_1000
3159	18	211	12	4	44	14	77	
3160	7	67	124	9	2	6	1	
3161	8	5	5	36	3	6	1	
3162	8	5	5	36	3	6	1	
3163	1	18	126	74	10	6	14	
3164	7	8	13	4	3	9	6	
3165	1	31	5	9	18	17	1	
3166	8	1	10	2	4	1	26	
3167	1	5	5	53	32	14	20	
3168	12	199	19	2	17	6	22	
3169	15	1	29	4	21	30	27	
3170	2	14	5	36	32	6	21	
3171	8	14	13	14	32	4	4	
3172	1	199	5	53	32	14	20	
3173	6	14	6	1	1	15	72	
3174	1	20	5	9	43	94	1	
3175	58	1	4	4	4	27	88	
3176	4	218	16	19	15	6	20	
3177	10	14	25	9	10	6	4	
3178	2	27	40	4	19	10	1	
3179	1	18	11	74	10	6	1	
3180	54	5	5	4	10	6	142	
3181	11	28	25	4	5	15	20	
3182	6	148	43	2	5	17	20	
3183	2	14	13	4	1	6	6	
3184	10	9	18	4	1	7	19	
3185	10	9	18	4	1	7	19	
3186	10	9	18	4	1	7	19	
3187	10	9	18	4	1	7	19	
3188	10	9	18	4	1	7	19	
3189	10	9	18	4	1	7	19	
3190	10	9	5	4	1	7	19	
3191	10	9	18	4	1	7	19	
3192	10	9	5	4	1	7	19	
3193	10	9	5	4	1	7	19	
3194	10	9	5	4	1	7	19	
3195	10	9	5	4	1	7	19	
3196	10	9	5	4	1	7	19	
3197	10	9	5	4	1	7	19	
3198	2	17	32	9	47	6	21	
3199	2	17	32	9	47	6	21	
3200	10	31	18	4	1	7	19	
3201	10	31	18	4	1	7	19	
3202	2	17	32	9	47	6	21	
3203	10	31	18	4	1	7	19	
3204	10	31	18	4	1	7	19	
3205	2	17	32	9	47	6	21	
3206	10	31	18	4	1	7	19	
3207	2	17	32	9	47	6	21	
3208	2	17	32	9	47	6	21	
3209	2	17	32	9	47	6	21	
3210	10	9	5	4	1	7	19	3
3211	10	9	5	4	1	7	19	
3212	10	9	5	4	1	7	19	
3213	10	9	18	4	1	7	19	
3214	10	9	5	4	1	7	19	
3215	10	9	5	4	1	7	19	
3216	10	9	5	4	1	7	19	
3217	10	9	18	4	1	7	19	3
3218	13	9	8	4	1	7	19	
3219	10	9	8	4	1	7	19	
3220	10	9	5	4	1	7	19	
3221	10	9	5	4	1	7	19	
3222	10	9	5	4	1	7	19	
3223	10	9	5	4	1	7	19	
3224	10	9	5	4	1	7	19	
3225	10	9	18	4	1	7	19	
3226	10	31	18	4	1	7	19	
3227	10	9	5	4	1	7	19	
3228	10	31	18	4	1	7	19	
3229	10	9	5	4	1	7	19	
3230	10	9	5	4	1	7	19	
3231	10	9	18	4	1	7	19	
3232	10	9	5	4	1	7	19	
3233	10	9	18	4	1	7	19	
3234	10	9	18	4	1	7	19	
3235	10	9	18	4	1	7	19	
3236	10	9	5	4	1	7	19	
3237	10	9	5	4	1	7	19	
3238	10	9	5	4	1	7	19	
3239	10	9	5	4	1	7	19	
3240	2	20	42	2	1	6	19	
3241	10	9	5	4	1	7	19	
3242	10	9	5	4	1	7	19	
3243	12	14	5	89	8	6	112	
3244	10	9	5	4	1	7	19	
3245	10	9	5	4	1	7	19	
3246	10	9	5	4	1	7	19	
3247	10	9	5	4	1	7	19	
3248	10	9	5	4	1	7	19	
3249	10	9	5	4	1	7	19	
3250	10	9	18	4	1	7	19	
3251	10	9	5	4	1	7	19	
3252	10	9	5	4	1	7	19	
3253	1	39	10	53	32	6	20	
3254	1	15	5	14	1	6	20	
3255	13	14	8	4	1	7	19	
3256	2	17	32	9	47	6	21	
3257	5	6	13	11	4	15	12	
3258	4	1	4	2	4	4	1	
3259	2	8	8	51	41	15	60	
3260	16	33	12	9	1	41	33	
3261	7	21	2	1	5	49	8	
3262	12	199	5	53	32	14	20	
3263	2	28	25	4	5	15	189	
3264	10	5	111	9	84	19	83	
3265	1	168	19	2	17	25	22	
3266	5	4	6	1	2	1	3	
3267	8	14	5	14	4	17	1	
3268	1	1	13	14	4	126	51	
3269	7	8	13	8	6	25	4	
3270	13	14	8	4	1	7	19	
3271	13	14	8	4	1	7	19	
3272	13	14	8	4	2	7	19	
3273	4	1	4	2	4	4	190	
3274	10	9	18	4	1	7	19	
3275	7	5	6	5	2	6	1	
3276	7	98	6	1	2	6	1	
3277	7	14	5	9	6	6	6	
3278	16	6	1	40	13	6	1	
3279	2	14	13	2	1	6	19	
3280	6	14	11	1	1	15	72	
3281	2	192	13	2	1	6	19	
3282	1	28	25	1	1	15	20	
3283	15	71	5	19	15	6	20	
3284	7	14	13	142	6	25	6	
3285	5	14	6	89	64	6	1	
3286	2	14	5	36	12	6	21	
3287	1	1	5	7	7	8	5	
3288	5	4	5	7	2	8	5	
3289	2	14	5	36	12	8	21	
3290	2	14	5	36	12	17	5	
3291	12	14	19	36	17	6	20	
3292	7	29	60	4	8	14	12	
3293	5	16	5	7	7	8	5	
3294	2	1	16	1	4	6	1	
3295	2	4	5	36	12	17	21	
3296	2	1	4	1	4	6	1	
3297	10	31	5	36	12	17	40	
3298	11	14	5	36	12	17	21	
3299	8	14	13	4	4	6	4	
3300	8	1	10	2	16	17	26	
3301	1	159	129	4	12	5	3	
3302	5	14	28	1	1	15	191	
3303	7	14	5	1	5	13	26	
3304	7	14	14	4	12	1	1	
3305	8	53	37	9	29	2	12	
3306	7	8	13	8	6	1	6	
3307	8	53	37	9	29	2	12	
3308	8	71	10	15	27	2	28	
3309	8	71	10	15	27	2	28	
3310	8	14	37	36	29	2	12	
3311	8	53	37	9	29	2	12	
3312	1	14	5	7	12	10	1	
3313	2	14	98	9	65	107	47	
3314	8	53	37	9	29	2	12	
3315	8	53	37	9	29	2	12	
3316	1	8	5	4	5	5	1	
3317	8	53	37	9	29	2	12	
3318	5	14	6	1	2	6	1	
3319	7	14	14	40	12	1	1	
3320	7	8	13	8	6	1	6	
3321	2	14	5	36	12	17	21	
3322	7	1	11	10	1	6	8	
3323	8	53	37	9	29	2	12	
3324	7	1	11	10	1	6	8	
3325	2	14	5	36	12	17	21	
3326	15	26	16	96	5	6	1	
3327	5	4	6	1	2	6	3	
3328	8	53	37	9	29	2	12	
3329	2	14	19	2	17	6	22	
3330	4	1	4	2	4	4	1	
3331	5	18	35	29	1	45	39	
3332	1	47	5	4	11	9	3	
3333	5	18	35	29	1	45	39	
3334	12	14	19	2	17	6	22	
3335	7	14	13	27	6	10	6	
3336	7	1	5	10	18	6	8	
3337	7	14	13	27	6	10	6	
3338	1	14	13	14	4	17	51	
3339	1	14	13	14	4	17	51	
3340	8	26	74	19	15	6	40	
3341	7	8	13	8	6	1	6	
3342	7	8	13	8	6	25	6	
3343	12	14	19	2	17	6	22	
3344	8	53	37	9	29	2	12	
3345	8	53	37	9	29	2	12	
3346	5	4	6	1	2	6	3	
3347	7	29	60	9	8	6	3	
3348	1	8	5	4	5	5	3	
3349	5	14	6	1	2	6	1	
3350	7	14	13	8	6	10	6	
3351	1	14	5	7	12	10	1	
3352	5	1	5	7	7	8	5	
3353	7	8	25	8	6	25	6	
3354	20	14	28	1	1	76	14	
3355	2	141	13	2	29	91	19	
3356	1	47	5	4	11	9	3	
3357	7	14	13	8	6	10	6	
3358	7	22	15	2	10	6	1	
3359	7	14	14	40	12	1	1	
3360	7	14	11	10	1	6	8	
3361	2	59	13	2	29	91	19	
3362	5	1	5	7	7	8	5	
3363	4	1	4	2	4	4	1	
3364	8	53	37	9	29	2	12	
3365	7	27	7	4	2	10	1	
3366	2	147	6	4	29	91	19	
3367	12	14	19	2	17	6	22	
3368	7	22	15	2	10	6	1	
3369	12	14	19	2	17	6	22	
3370	7	28	25	4	4	15	20	
3371	15	102	16	19	15	6	20	
3372	7	28	25	4	4	15	20	
3373	16	14	13	4	5	6	10	
3374	7	1	11	10	1	6	8	
3375	8	14	13	14	4	17	4	
3376	7	14	13	42	6	10	6	
3377	15	17	17	4	16	6	19	
3378	1	1	5	27	20	6	1	
3379	46	22	8	2	10	6	1	
3380	12	20	8	13	5	16	4	
3381	8	17	9	2	1	6	1	
3382	7	1	11	10	1	6	8	
3383	1	8	5	4	5	5	1	
3384	7	14	13	8	6	10	6	
3385	2	1	13	2	4	9	4	
3386	7	1	5	143	5	5	4	
3387	8	53	37	9	29	2	12	
3388	8	53	37	9	29	2	12	
3389	5	18	35	29	1	45	39	
3390	8	53	37	9	29	2	12	
3391	8	53	37	9	29	2	12	
3392	8	53	37	9	29	2	12	
3393	5	4	6	1	2	6	3	
3394	5	4	6	1	2	6	3	
3395	5	4	5	7	7	8	5	
3396	8	14	37	36	29	2	12	
3397	2	107	13	114	29	91	19	
3398	8	71	5	2	27	2	11	
3399	2	14	94	2	65	2	151	
3400	8	53	37	9	29	2	12	
3401	8	71	5	2	27	2	11	
3402	8	53	37	9	29	2	12	
3403	8	53	37	9	29	2	12	
3404	8	53	37	9	29	2	12	
3405	10	9	18	4	1	7	19	
3406	1	6	9	4	2	6	89	
3407	7	21	2	61	1	10	90	
3408	1	6	8	9	1	10	3	
3409	12	20	8	13	5	16	4	
3410	4	1	4	2	4	4	1	
3411	5	18	12	29	12	9	39	
3412	15	125	16	19	15	6	20	
3413	2	14	5	1	11	16	3	
3414	7	70	9	15	11	42	1	
3415	7	22	15	2	10	6	1	
3416	7	36	13	8	1	10	6	
3417	7	14	5	1	1	13	31	
3418	16	33	12	9	1	41	33	
3419	46	22	8	2	10	6	1	
3420	1	17	1	4	1	18	58	
3421	2	14	13	9	1	6	19	
3422	2	1	13	2	4	9	4	
3423	8	17	9	2	1	6	1	
3424	7	14	5	1	1	13	31	
3425	12	14	19	2	17	6	22	
3426	7	22	15	2	10	6	1	
3427	7	22	15	2	10	6	1	
3428	7	45	2	40	1	10	1	
3429	7	45	2	40	1	17	1	
3430	15	31	8	8	18	15	1	
3431	8	14	13	14	4	17	4	
3432	2	14	13	9	1	6	19	
3433	1	8	5	4	12	5	3	
3434	2	14	5	1	11	16	3	
3435	16	14	28	1	1	15	14	
3436	7	22	15	2	10	6	1	
3437	7	22	15	2	10	6	1	
3438	10	18	5	4	5	13	10	
3439	5	19	13	11	4	15	1	
3440	7	70	9	15	11	93	1	
3441	15	31	8	8	18	15	1	
3442	7	14	5	1	8	14	11	
3443	1	8	5	4	12	5	3	
3444	7	14	5	1	1	6	31	
3445	15	17	17	4	16	6	19	
3446	8	14	13	14	4	17	4	
3447	1	25	5	15	5	10	16	
3448	7	14	5	25	8	14	11	
3449	1	8	9	4	14	5	1	
3450	7	14	5	10	5	6	6	
3451	10	18	5	4	5	13	25	
3452	7	21	2	1	1	18	1	
3453	7	14	5	10	1	10	6	
3454	7	14	11	10	1	6	112	
3455	7	24	11	10	1	5	1	
3456	12	20	5	13	5	16	4	
3457	1	76	5	27	5	1	5	
3458	7	1	11	10	5	6	8	
3459	1	8	5	4	14	5	11	
3460	8	1	70	27	5	1	25	
3461	5	8	12	29	12	9	39	
3462	15	31	11	8	18	15	1	
3463	2	14	5	1	1	10	3	
3464	10	21	2	25	5	10	1	
3465	7	20	8	13	5	16	4	
3466	7	20	8	13	5	16	4	
3467	13	26	16	19	5	17	20	
3468	15	6	17	4	12	6	1	
3469	2	14	12	1	18	17	4	
3470	16	8	44	1	16	9	11	
3471	7	171	13	8	1	10	6	
3472	10	28	25	12	1	6	20	
3473	15	17	17	4	16	5	19	
3474	1	8	5	4	12	5	3	
3475	2	14	12	2	16	27	28	
3476	2	1	8	2	4	6	1	
3477	12	20	8	13	5	16	4	
3478	2	14	12	2	16	27	28	
3479	7	14	13	8	6	10	6	
3480	7	1	5	10	18	6	58	
3481	2	1	8	2	4	6	1	
3482	46	22	8	2	10	6	1	
3483	8	17	9	2	1	6	1	
3484	5	27	7	4	2	10	1	
3485	12	20	8	13	5	16	4	
3486	1	8	5	4	12	5	3	
3487	15	17	17	4	16	6	19	
3488	16	18	13	4	4	6	113	
3489	5	4	6	1	2	6	3	
3490	7	14	13	8	6	10	6	
3491	7	1	11	10	1	6	58	
3492	2	14	5	1	11	16	3	
3493	7	22	15	2	10	6	1	
3494	7	22	15	2	10	6	1	
3495	46	22	8	2	10	6	1	
3496	7	28	25	4	2	48	20	
3497	5	19	13	11	4	15	1	
3498	2	31	27	2	4	9	4	
3499	2	14	5	1	11	16	3	
3500	7	14	5	1	8	14	11	
3501	7	22	15	2	10	6	1	
3502	10	14	13	2	1	6	19	
3503	1	8	5	4	12	5	3	
3504	16	14	13	4	5	6	10	
3505	16	14	13	4	5	6	10	
3506	2	14	13	9	1	6	19	
3507	7	1	11	10	1	6	8	
3508	7	14	5	1	1	13	31	
3509	7	1	11	10	1	6	8	
3510	13	19	9	15	14	10	16	
3511	7	8	8	1	70	101	146	
3512	10	18	5	4	5	13	10	
3513	5	19	13	11	4	15	1	
3514	2	14	5	1	11	16	3	
3515	7	22	15	2	10	6	1	
3516	7	14	13	8	6	10	6	
3517	10	18	5	4	5	13	10	
3518	4	1	4	2	4	4	1	
3519	10	29	20	14	1	6	1	
3520	5	4	6	1	2	6	3	
3521	1	8	5	4	12	5	3	
3522	1	6	8	9	9	6	4	
3523	7	22	15	2	10	6	1	
3524	2	14	13	9	1	6	19	
3525	20	14	28	1	1	15	14	
3526	7	37	13	8	1	10	6	
3527	7	37	13	8	1	10	6	
3528	1	8	5	4	12	5	3	
3529	7	1	11	10	1	6	8	
3530	1	8	5	4	12	5	3	
3531	42	18	35	29	36	9	39	
3532	5	19	13	11	4	15	1	
3533	7	14	5	1	8	14	11	
3534	15	17	17	4	16	6	19	
3535	7	1	5	10	18	6	8	
3536	1	6	8	9	1	6	4	
3537	16	14	13	4	5	6	10	
3538	16	14	13	4	5	6	10	
3539	10	6	43	41	18	13	49	
3540	7	22	15	2	10	6	1	
3541	7	1	11	10	1	6	8	
3542	16	17	44	1	16	9	11	
3543	29	31	33	19	1	36	22	
3544	5	19	13	11	4	15	12	
3545	2	14	13	9	1	6	19	
3546	1	8	5	4	12	5	3	
3547	1	8	5	4	5	5	1	
3548	7	1	5	10	18	6	8	
3549	1	8	5	4	12	5	3	
3550	7	46	5	4	12	6	20	
3551	10	31	16	32	1	15	28	
3552	2	14	13	4	1	6	147	
3553	10	14	5	4	5	13	1	
3554	1	14	5	7	10	10	1	
3555	1	14	25	1	8	15	4	
3556	7	21	46	1	1	6	4	
3557	5	27	7	4	10	8	1	
3558	6	102	11	1	1	15	72	
3559	6	77	11	1	1	15	1	
3560	7	67	25	9	2	6	1	
3561	1	97	8	6	2	6	4	
3562	7	67	6	9	2	6	28	
3563	7	14	9	121	1	14	48	
3564	12	20	5	13	5	17	4	
3565	12	20	5	13	5	17	4	
3566	12	20	5	13	5	17	4	
3567	13	8	8	13	5	17	4	
3568	13	8	8	13	5	17	4	
3569	10	6	16	71	1	6	17	
3570	10	6	16	71	1	6	17	
3571	8	14	13	4	4	17	4	
3572	1	14	6	1	2	6	15	
3573	5	14	6	1	2	6	3	
3574	1	14	8	36	5	9	60	
3575	5	31	5	8	1	9	1	
3576	5	6	15	4	16	6	1	
3577	6	5	5	5	5	27	3	
3578	6	9	15	34	28	6	1	
3579	6	8	57	34	1	7	1	
3580	6	19	57	34	28	6	1	
3581	6	18	57	34	28	7	1	
3582	6	8	57	34	28	7	1	
3583	6	8	57	34	28	7	1	
3584	6	14	57	34	28	7	1	
3585	7	6	5	1	2	6	112	
3586	7	14	5	4	1	6	112	
3587	7	11	5	4	1	1	20	
3588	7	14	5	4	4	6	20	
3589	7	14	8	1	2	15	60	
3590	7	18	8	54	6	15	60	
3591	7	31	13	1	5	42	60	
3592	7	14	16	8	8	6	142	
3593	7	18	25	29	1	36	122	
3594	8	1	5	2	16	1	26	
3595	8	168	5	54	10	7	1	
3596	10	29	20	14	1	6	20	
3597	15	17	17	4	4	6	1	
3598	50	74	9	123	10	15	167	
3599	5	19	132	9	1	15	20	
3600	18	222	5	2	5	6	1	
3601	7	22	15	145	10	6	1	
3602	1	6	10	9	18	5	1	
3603	1	6	10	9	43	5	1	
3604	8	1	13	2	16	6	12	
3605	2	18	1	1	1	6	31	
3606	2	14	44	2	1	6	28	
3607	2	14	12	2	1	9	28	
3608	8	6	70	4	4	6	116	
3609	4	26	16	19	15	6	20	
3610	4	26	16	19	15	6	20	
3611	4	26	16	19	15	6	20	
3612	4	1	16	19	15	6	20	
3613	4	1	16	19	15	6	20	
3614	2	8	2	100	1	15	20	
3615	5	19	13	4	4	15	12	
3616	5	26	16	19	5	6	20	
3617	7	14	5	1	8	14	110	
3618	7	14	6	1	4	6	15	
3619	16	18	13	4	4	6	113	
3620	16	18	13	4	4	6	113	
3621	7	14	5	5	5	1	1	
3622	5	27	130	4	2	127	1	
3623	5	27	131	4	19	10	40	
3624	89	54	6	1	2	6	3	
3625	26	19	9	15	14	128	16	
3626	7	28	25	144	12	15	20	
3627	90	14	5	29	12	16	3	
3628	2	31	5	1	16	129	192	
3629	5	54	6	1	95	6	3	
3630	10	31	13	53	29	72	38	
3631	10	9	133	4	1	7	19	
3632	10	9	133	4	1	7	19	
3633	12	14	5	89	8	6	112	
3634	12	14	5	89	8	6	112	
3635	11	5	5	2	5	67	1	
3636	10	9	5	4	1	7	19	
3637	58	19	9	54	10	6	88	
3638	16	33	12	9	1	41	33	
3639	16	33	12	9	1	41	33	
3640	10	9	5	4	1	7	19	
3641	10	9	5	4	1	7	19	
3642	10	31	13	53	1	72	38	
3643	10	9	18	4	1	7	19	
3644	7	79	5	4	5	42	92	
3645	10	9	18	4	1	7	19	
3646	2	14	13	4	1	6	6	
3647	7	8	13	8	6	6	6	
3648	2	14	13	4	1	6	6	
3649	2	14	5	36	12	17	21	
3650	2	14	5	36	12	17	21	
3651	10	145	11	34	16	15	1	
3652	10	9	18	4	1	7	19	
3653	10	31	134	34	16	36	142	
3654	12	14	5	89	8	6	112	
3655	58	19	9	54	10	7	88	
3656	12	14	5	89	8	6	112	
3657	10	9	18	4	1	7	19	
3658	12	14	5	89	18	6	112	
3659	10	9	5	4	1	7	19	
3660	10	9	18	4	1	7	19	
3661	16	33	12	9	1	41	33	
3662	7	79	5	4	5	42	92	
3663	10	9	18	4	1	7	19	
3664	1	9	10	146	16	9	19	
3665	10	145	11	34	16	15	1	
3666	12	14	5	89	8	6	112	
3667	10	9	5	4	1	7	19	
3668	15	9	11	54	5	103	1	
3669	10	9	18	4	1	7	19	
3670	10	9	18	4	1	7	19	
3671	10	9	5	4	1	7	19	
3672	10	9	18	4	1	7	19	
3673	10	9	18	4	1	7	19	
3674	10	9	5	4	1	7	19	
3675	5	18	5	4	4	11	19	
3676	10	9	18	4	1	7	19	
3677	10	9	18	4	1	7	19	
3678	12	14	5	89	8	6	112	
3679	10	9	5	4	1	7	19	
3680	7	14	5	4	8	14	11	
3681	2	1	136	2	15	6	1	
3682	15	31	5	1	17	6	192	
3683	7	14	13	8	6	25	6	
3684	7	14	19	2	17	2	22	
3685	10	14	13	14	4	17	4	
3686	2	14	2	9	1	6	19	
3687	7	27	5	8	5	10	6	
3688	8	5	5	29	66	42	3	
3689	7	29	12	7	1	116	14	
3690	10	14	8	4	35	6	41	
3691	69	20	13	1	43	98	1	
3692	7	14	6	1	2	5	15	
3693	8	18	5	4	12	49	3	
3694	8	14	1	14	4	17	4	
3695	2	18	5	29	1	42	3	
3696	7	70	5	15	11	42	1	
3697	2	14	5	14	1	6	1	
3698	10	29	16	8	1	17	1	
3699	2	31	5	9	1	125	14	
3700	7	14	11	10	1	6	188	
3701	86	6	9	4	2	6	89	
3702	7	21	2	1	92	31	1	
3703	1	1	5	27	19	1	1	
3704	7	21	2	1	1	10	10	
3705	15	17	17	4	1	6	1	
3706	7	80	47	29	1	6	1	
3707	7	80	47	29	1	6	1	
3708	12	20	8	13	5	16	4	
3709	6	14	5	36	12	17	21	
3710	13	28	8	13	5	17	4	
3711	10	5	31	4	34	6	4	
3712	1	18	5	4	2	13	20	
3713	10	18	5	4	5	13	10	
3714	10	18	5	4	5	13	10	
3715	16	33	12	9	1	41	33	
3716	16	33	12	9	1	41	33	
3717	16	33	8	9	1	41	33	
3718	1	14	5	7	12	17	158	
3719	1	14	5	7	12	17	158	
3720	7	8	25	4	18	15	20	
3721	7	14	5	8	5	10	6	
3722	5	14	6	1	2	6	1	
3723	8	17	9	2	1	6	1	
3724	8	17	9	2	1	6	1	
3725	8	17	9	2	1	6	1	
3726	2	6	5	1	11	16	3	
3727	7	70	9	15	11	42	1	
3728	2	14	5	1	11	16	3	
3729	7	1	121	10	1	6	58	
3730	7	14	11	10	1	6	58	
3731	7	1	11	10	1	6	58	
3732	11	1	10	2	4	6	75	
3733	8	8	5	4	5	1	3	
3734	1	8	5	4	5	5	1	
3735	8	14	13	14	4	17	4	
3736	8	1	10	2	16	1	3	
3737	8	14	13	14	4	17	4	
3738	7	21	2	1	1	10	1	
3739	7	21	2	4	1	10	1	
3740	10	145	11	34	16	15	1	
3741	1	8	10	4	1	9	3	
3742	7	8	13	59	6	15	26	
3743	1	8	10	4	1	9	3	
3744	1	6	8	6	2	6	20	
3745	1	6	8	6	2	6	20	
3746	7	14	5	1	1	13	31	
3747	4	1	4	2	1	4	1	
3748	5	18	12	29	12	9	39	
3749	5	18	12	29	12	9	39	
3750	5	18	12	29	12	9	39	
3751	10	6	43	41	18	13	49	
3752	10	6	43	41	18	13	49	
3753	10	6	43	41	18	13	49	
3754	8	53	37	9	1	2	12	
3755	8	53	37	9	29	2	12	
3756	8	53	37	9	29	2	12	
3757	8	53	37	9	29	2	12	
3758	8	53	37	9	29	2	12	
3759	8	53	37	9	29	2	12	
3760	8	53	37	9	29	2	12	
3761	8	53	37	9	29	2	12	
3762	8	53	37	9	29	2	12	
3763	8	53	37	9	29	2	12	
3764	8	53	37	9	29	2	12	
3765	11	14	3	9	65	2	19	
3766	8	71	5	2	27	2	11	
3767	8	71	5	2	27	2	11	
3768	2	5	5	36	5	17	21	
3769	7	1	5	147	18	6	8	
3770	1	8	5	4	5	13	3	
3771	1	6	5	27	5	6	1	
3772	26	19	9	8	14	9	16	
3773	43	20	5	4	14	6	1	
3774	7	14	2	1	1	9	1	
3775	7	14	85	4	96	1	1	
3776	2	1	8	2	4	6	1	7
3777	2	1	8	2	4	6	1	
3778	7	22	15	2	10	6	1	
3779	10	17	5	28	11	17	111	
3780	8	17	9	2	1	6	1	
3781	16	33	12	9	1	41	33	
3782	16	14	9	4	5	6	10	
3783	8	1	10	2	16	1	26	
3784	8	1	10	2	16	1	26	
3785	8	1	10	2	16	1	26	
3786	5	14	15	6	1	9	14	
3787	5	14	15	6	1	9	14	
3788	7	8	5	9	1	13	1	
3789	7	8	5	9	1	13	1	
3790	1	117	8	9	2	6	4	
3791	13	14	5	9	50	74	14	
3792	13	14	5	9	50	74	14	
3793	2	14	5	29	12	16	3	
3794	43	74	5	4	10	36	3	
3795	16	6	8	9	2	6	4	
3796	16	6	8	9	2	6	4	
3797	16	6	8	9	2	6	4	
3798	7	14	60	67	5	6	14	
3799	7	14	60	67	5	6	14	
3800	7	8	5	9	1	13	1	
3801	2	1	8	2	4	6	1	
3802	2	1	8	2	4	6	1	
3803	25	14	59	4	1	1	80	
3804	25	14	59	4	1	1	80	
3805	15	14	9	4	21	30	10	
3806	2	6	5	29	12	13	3	
3807	2	6	5	29	12	13	3	
3808	1	14	5	4	8	1	80	
3809	7	8	5	9	1	13	1	
3810	2	1	16	19	15	6	20	
3811	6	8	11	1	67	15	72	
3812	6	8	11	1	67	15	72	
3813	8	14	13	14	4	4	4	
3814	8	14	13	14	4	4	4	
3815	8	14	13	14	4	4	4	
3816	6	14	11	1	67	5	72	
3817	6	1	16	19	15	6	20	
3818	6	1	16	19	15	6	20	
3819	18	15	5	4	1	6	20	
3820	80	181	13	14	4	17	4	
3821	15	18	5	2	1	131	1	
3822	2	14	5	1	11	16	3	
3823	2	27	40	4	19	10	1	
3824	7	8	25	1	6	1	6	
3825	7	18	137	1	2	6	28	
3826	1	28	25	72	1	15	123	
3827	7	14	5	8	5	10	128	
3828	10	5	62	1	25	6	20	
3829	65	14	5	1	11	16	80	
3830	8	1	13	10	1	6	58	
3831	2	42	13	2	15	6	19	
3832	8	1	13	10	2	6	58	
3833	13	14	5	1	1	17	8	
3834	16	18	13	4	15	6	113	
3835	7	28	9	4	13	15	20	
3836	10	29	20	14	1	6	28	
3837	7	70	9	15	11	83	1	
3838	12	14	8	1	4	6	38	
3839	6	6	62	5	30	88	58	
3840	1	8	5	4	5	9	14	
3841	7	119	11	10	1	6	8	
3842	11	223	19	2	17	6	22	
3843	11	28	9	4	13	15	20	
3844	7	31	9	4	18	6	8	
3845	7	6	8	58	15	25	20	
3846	16	5	2	53	5	10	1	
3847	12	28	9	4	13	15	20	
3848	10	94	31	4	34	6	4	
3849	2	15	8	55	4	6	1	
3850	2	15	8	2	4	6	1	
3851	2	14	5	1	11	16	26	
3852	1	14	5	1	1	15	12	
3853	10	6	1	40	4	6	1	
3854	11	23	6	43	2	6	1	
3855	24	43	5	1	1	34	12	
3856	16	14	13	4	5	6	59	
3857	2	14	5	29	12	16	3	
3858	2	14	5	29	12	16	3	
3859	5	18	6	1	1	6	1	
3860	7	22	15	2	10	6	3	
3861	1	70	9	15	11	42	1	
3862	2	7	5	36	12	8	21	
3863	7	22	15	2	10	6	13	
3864	8	224	37	9	12	2	28	
3865	1	225	5	9	5	6	3	
3866	7	6	12	4	5	15	1	
3867	8	6	5	4	1	6	1	
3868	1	6	8	9	4	6	4	
3869	15	26	16	19	15	6	20	
3870	15	26	16	19	15	6	20	
3871	15	26	16	19	15	6	20	
3872	15	26	16	19	15	6	20	
3873	15	26	16	19	15	6	20	
3874	15	26	16	19	15	6	20	
3875	15	26	16	19	15	6	20	
3876	15	26	16	19	15	6	20	
3877	15	26	16	19	15	6	20	
3878	15	26	16	19	15	6	20	
3879	15	26	16	19	15	6	20	
3880	15	26	16	19	15	6	20	
3881	15	26	16	19	15	6	20	
3882	15	26	16	19	15	6	20	
3883	15	26	16	19	15	6	20	
3884	15	26	16	19	15	6	20	
3885	15	26	16	19	15	6	20	
3886	15	26	16	19	15	6	20	
3887	15	26	16	19	15	6	20	
3888	15	26	16	19	15	6	20	
3889	15	26	16	19	15	6	20	
3890	15	26	16	19	15	6	20	
3891	15	26	16	19	15	6	20	
3892	15	26	16	19	15	6	20	
3893	15	26	16	19	15	6	20	
3894	7	14	14	4	12	1	1	
3895	7	14	14	4	12	1	1	
3896	1	14	13	14	4	17	51	
3897	1	14	13	14	4	17	4	
3898	7	14	11	10	1	6	3	
3899	8	1	10	2	16	1	26	
3900	12	9	19	2	17	6	22	
3901	7	8	13	8	6	25	6	
3902	8	53	37	9	29	2	12	
3903	15	26	16	19	15	6	193	
3904	15	226	16	19	15	6	20	
3905	15	228	16	19	15	6	20	
3906	7	26	16	19	15	6	20	
3907	7	15	14	4	12	1	1	
3908	5	227	6	1	2	6	3	
3909	5	19	13	11	4	15	26	
3910	7	14	11	10	1	15	8	
3911	5	19	13	11	4	15	26	
3912	8	17	139	2	1	6	1	
3913	5	18	12	148	12	9	39	
3914	10	145	13	149	1	6	38	
3915	10	29	16	150	1	17	1	
3916	7	21	2	1	1	133	1	
3917	10	18	5	4	5	13	194	
3918	91	1	10	2	16	1	195	
3919	7	229	11	10	1	6	8	
3920	7	1	5	10	18	14	8	
3921	1	18	9	53	10	10	28	
3922	15	157	29	4	21	30	1	
3923	7	26	16	19	15	6	20	
3924	1	230	5	4	12	5	196	
3925	5	27	140	4	10	10	1	
3926	7	72	128	4	1	15	116	
3927	16	14	141	4	5	6	10	
3928	1	14	13	14	4	48	51	
3929	8	1	13	14	4	17	4	
3930	2	14	13	8	6	25	6	
3931	4	1	4	2	5	4	1	
3932	4	1	4	2	5	4	1	
3933	4	1	4	2	5	4	1	
