id	isolate	aliases	country	year	serotype	Sp_cgc_1000
1	NCTC11906-19F	NCTC11906	UK	1978	19F	
2	SAF-17244-19	17244	South Africa		19	
3	PJ23/1	PJ23	Sweden	1992	1	
4	SP264-23F	264	Spain	1984	23F	
5	87-029044-14	87-029044	Slovakia	1987	14	
6	SP3026-6B	3026	Spain		6B	
7	UK577-23F	DN87/577	UK	1987	23F	
8	ATCC6323-23	ATCC6323	USA	1944	23	
9	CS111-23F	CS111	USA	1991	23F	
10	GM70-19A	GM70	Spain	1990	19A	
11	GA71-19F	GA71	Spain	1990	19F	
12	GM169-19F	GM169	Spain	1989	19F	
13	GM17-6B	GM17	Spain	1988	6B	
14	KD18-23	100520	Kenya	1991	23	
15	KD6-19		Kenya	1991	19	
16	PN13-14	Kaguane/73	Papua New Guinea	1973	14	
17	PN16-42	110K/70	Papua New Guinea	1970	42	
18	PN18-19	VA1	USA	1983	19	
19	PN20-19	8249	South Africa	1977	19	
20	PN29-15	4865	Australia		15	
22	SP665-9V	SP665	Spain	1988	9V	
23	VH14-14	VH14	Spain	1990	14	
24	M1-7F	B4-831	Sweden	1996	7F	
25	M2-4	B4-1021	Sweden	1996	4	
26	M3-14	B4-5626	Sweden	1996	14	
27	M4-14	B4-8660	Sweden	1994	14	
28	M5-4	B4-8067	Sweden	1995	4	
29	M6-4	B4-9708	Sweden	1995	4	
30	M7-6B	B4-7681	Sweden	1995	6B	
31	M8-9N	B4-743	Sweden	1995	9N	
32	M9-18C	B4-8250	Sweden	1995	18C	
33	M10-14	B4-4168	Sweden	1996	14	
34	M11-14	11L11B049	UK		14	
35	M12-14	01L02B077	UK		14	
36	M13-14	33LI18B245	UK		14	
37	M14-19F	43L24B075	UK		19F	
38	M15-9V	49L04B052	UK	1997	9V	
39	M16-23A	49L04B013	UK		23A	
40	M17-7	10925	UK	1996	7	
41	M18	13870	UK	1997		
42	M19-15A	12716	UK	1997	15A	
43	M20-14	12107	UK	1997	14	
44	M21-8	11564	UK	1997	8	
45	M22-1	10854	UK	1996	1	
46	M23-22F	3224	UK	1996	22F	
47	M24-14	B17491	UK	1997	14	
48	M25-19F	SK679	Norway	1992	19F	
49	M26-19F	SK680	Australia	1991	19F	
50	M27-14	SK681	Belgium	1991	14	
51	M28-7F	SK682	Denmark	1992	7F	
52	M29-7F	SK683	Denmark	1991	7F	
53	M30-7F	SK684	Denmark	1991	7F	
54	M31-14	SK685	Denmark	1991	14	
55	M32-14	SK686	Denmark	1991	14	
56	M33-14	SK687	Denmark	1991	14	
57	M34-14	SK688	Norway	1991	14	
58	M35-14	SK689	Denmark	1991	14	
59	M36-14	SK690	Denmark	1991	14	
60	M37-7F	SK691	Norway	1991	7F	
61	M38-7F	SK692	Norway		7F	
62	M39-7F	SK693	Norway		7F	
63	M40-9V	24339	UK	1997	9V	
64	M41-23F	23307	UK	1997	23F	
65	M42-18C	C010	UK	1990	18C	
66	M43-18C	S029	UK	1990	18C	
67	M44-14	W006	UK	1990	14	
68	M45-6B	E022	UK	1990	6B	
69	M46-14	R042	UK	1990	14	
70	M47-14	R009	UK	1990	14	
71	M48-6B	B009	UK	1990	6B	
72	M49-6B	J016	UK	1990	6B	
73	M50-3	27337	UK	1997	3	
74	M51-3	B550	UK	1996	3	
75	M52-19A	T008	UK	1990	19A	
76	M53-14	E021	UK	1990	14	
77	M54-6B	R031	UK	1990	6B	
78	M55-6B	T018	UK	1990	6B	
79	M56-6B	A032	UK	1990	6B	
80	M57-19A	D033	UK	1990	19A	
81	M58-14	C019	UK	1990	14	
82	M59-6B	E008	UK	1990	6B	
83	M60-14	L049	UK	1990	14	
84	M61-3	PN94-431	UK	1994	3	
85	M62-3	PN93-1730	UK	1993	3	
86	M63-3	PN93-1639	UK	1993	3	
87	M64-9V	PN94-661	UK	1994	9V	
88	M65-14	PN94-153	UK	1994	14	
89	M66-9N	PN93-110	UK	1993	9N	
90	M67-14	PN94-336	UK	1994	14	
91	M68-14	PN94-653	UK	1994	14	
92	M69-14	PN93-872	UK	1993	14	
93	M70-3	PN94-261	UK	1994	3	
94	M71-3	PN93-1160	UK	1993	3	
95	M72-1	B/1200	UK	1997	1	
96	M73-14	PN93-637	UK	1993	14	
97	M75-22F	20970	UK	1997	22F	
98	M76-4	101785	UK	1996	4	
99	M77-14	100210	UK	1996	14	
100	M78-9V	108591	UK	1996	9V	
101	M79-14	105906	UK	1996	14	
102	M80-7F	103538	UK	1996	7F	
103	M81-1	106898	UK	1996	1	
104	M82-6B	C75	UK	1997	6B	
105	M83-1		UK	1997	1	
106	M84-7F	N153	UK		7F	
107	M85-1	N149	UK		1	
108	M86-19A	N076	UK		19A	
109	M87-7F	N122	UK		7F	
110	M88-14	N359	UK		14	
111	M89-14	N386	UK		14	
112	M91-9V	8109	UK	1997	9V	
113	M92-23F	15	UK	1996	23F	
114	M93-23F	11	UK	1996	23F	
115	M94-22	33	UK	1997	22	
116	M95-14	4	UK	1997	14	
117	M96-19A	28	UK	1995	19A	
118	M97-19F	13	UK	1995	19F	
119	M98-14	16	UK	1995	14	
120	M99-14	30	UK	1996	14	
121	M100-1	38	UK	1997	1	
122	M101-14	21	UK	1997	14	
123	M102-7	7	UK	1997	7	
124	M103-7F	20	UK	1997	7F	
125	M104-8	37	UK	1997	8	
126	M105-6B	42	UK	1997	6B	
127	M106-6	43	UK	1997	6	
128	M107-6A	2	UK	1995	6A	
129	M108-6B	12	UK	1997	6B	
130	M109-19F	9	UK	1995	19F	
131	M110-3	40	UK	1997	3	
132	M111-3	24	UK	1996	3	
133	M112-4	B2968	UK	1997	4	
134	M113-4	B2968	UK	1997	4	
135	M114-7	IHU27589	Finland		7	
136	M115-7	IHU27923	Finland		7	
137	M116-7	IHU27975	Finland		7	
138	M117-14	IHU27853	Finland		14	
139	M118-14	IHU27982	Finland		14	
140	M119-14	IHU27649	Finland		14	
141	M120-1	1	Denmark	1995	1	
142	M121-1	2	Denmark	1995	1	
143	M122-1	3	Denmark	1995	1	
144	M123-1	4	Denmark	1995	1	
145	M124-1	5	Denmark	1995	1	
146	M125-4	6	Denmark	1995	4	
147	M126-4	7	Denmark	1995	4	
148	M127-4	8	Denmark	1995	4	
149	M128-4	9	Denmark	1995	4	
150	M129-4	10	Denmark	1995	4	
151	M130-14	11	Denmark	1996	14	
152	M131-14	12	Denmark	1996	14	
153	M132-14	13	Denmark	1996	14	
154	M133-14	14	Denmark	1995	14	
155	M134-14	15	Denmark	1997	14	
156	M135-7F	16	Denmark	1995	7F	
157	M136-7F	17	Denmark	1995	7F	
158	M137-7F	18	Denmark	1995	7F	
159	M138-7F	19	Denmark	1995	7F	
160	M139-7F	20	Denmark	1995	7F	
161	M140-9V	21	Denmark	1996	9V	
162	M141-9V	22	Denmark	1996	9V	
163	M142-9V	23	Denmark	1997	9V	
164	M143-9V	24	Denmark	1997	9V	
165	M144-9V	25	Denmark	1997	9V	
166	M145-3	26	Denmark	1995	3	
167	M146-3	27	Denmark	1995	3	
168	M147-3	28	Denmark	1995	3	
169	M148-3	29	Denmark	1995	3	
170	M149-3	30	Denmark	1995	3	
171	M150-12F	31	Denmark	1995	12F	
172	M151-12F	32	Denmark	1995	12F	
173	M152-12F	33	Denmark	1995	12F	
174	M153-12F	34	Denmark	1995	12F	
175	M154-12F	35	Denmark	1995	12F	
176	M155-6B	36	Denmark	1995	6B	
177	M156-6B	37	Denmark	1995	6B	
178	M157-6B	38	Denmark	1995	6B	
179	M158-6B	39	Denmark	1995	6B	
180	M159-6B	40	Denmark	1995	6B	
181	M160-18C	41	Denmark	1995	18C	
182	M161-18C	42	Denmark	1995	18C	
183	M162-18C	43	Denmark	1995	18C	
184	M163-18C	44	Denmark	1995	18C	
185	M164-18C	45	Denmark	1995	18C	
186	M165-19F	46	Denmark	1997	19F	
187	M166-19F	47	Denmark	1997	19F	
188	M167-19F	48	Denmark	1996	19F	
189	M168-19F	49	Denmark	1996	19F	
190	M169-19F	50	Denmark	1995	19F	
191	M170-23F	51	Denmark	1996	23F	
192	M171-23F	52	Denmark	1995	23F	
193	M172-23F	53	Denmark	1997	23F	
194	M173-23F	54	Denmark	1995	23F	
195	M174-23F	55	Denmark	1995	23F	
196	M175-23F	1	UK	1995	23F	
197	M176-12F	56	UK	1995	12F	
198	M177-19F	99	UK	1995	19F	
199	M178-6A	112	UK	1995	6A	
200	M179-12F	135	UK	1995	12F	
201	M180-9V	137	UK	1995	9V	
202	M181-6B	145	UK	1995	6B	
203	M182-9V	154	UK	1995	9V	
204	M183-14	182	UK	1995	14	
205	M184-14	213	UK	1996	14	
206	M185-12F	246	UK	1996	12F	
207	M186-18C	253	UK	1996	18C	
208	M187-19F	283	UK	1996	19F	
209	M188-6A	306	UK	1996	6A	
210	M189-19F	319	UK	1996	19F	
211	M190-19F	386	UK	1996	19F	
212	M191-12F	387	UK	1996	12F	
213	M192-9V	398	UK	1996	9V	
214	M193-14	514	UK	1996	14	
215	M194-12F	542	UK	1996	12F	
216	M195-3	617	UK	1997	3	
217	M196-33F	678	UK	1997	33F	
218	M197-23F	5	UK	1995	23F	
219	M198-9V	175	UK	1995	9V	
220	M199-6B	179	UK	1995	6B	
221	M200-18C	209	UK	1996	18C	
222	M201-19F	228	UK	1996	19F	
223	M202-18C	289	UK	1996	18C	
224	M203-18C	330	UK	1996	18C	
225	M204-14	338	UK	1996	14	
226	M205-18C	344	UK	1996	18C	
227	M206-1	400	UK	1996	1	
228	M207-23F	440	UK	1996	23F	
229	M208-18C	463	UK	1996	18C	
230	M209	469	UK	1996		
231	M210-19A	473	UK	1996	19A	
232	M211-3	485	UK	1996	3	
233	M212-16F	489	UK	1996	16F	
234	M213-7F	524	UK	1996	7F	
235	M214-14	619	UK	1997	14	
236	M215-14	622	UK	1997	14	
237	M216-6B	643	UK	1997	6B	
238	M217-21	645	UK	1997	21	
239	M218-14	685	UK	1997	14	
240	M219-14	721	UK	1997	14	
241	M220-4	731	UK	1997	4	
242	M221-19F	9705948	Australia	1997	19F	
243	M222-14	9706017	Australia	1997	14	
244	M223-14	9707028	Australia	1997	14	
245	M224-14	9710504	Australia	1997	14	
246	M225-6B	9712547	Australia	1997	6B	
247	M226-6B	9713199	Australia	1997	6B	
248	M227-6B	9716970	Australia	1997	6B	
249	M228-6B	9717483	Australia	1997	6B	
250	M229-14	9709542	Australia	1997	14	
251	M230-19A	9710795	Australia	1997	19A	
252	M231-14	9710765	Australia	1997	14	
253	M232-14	9714153	Australia	1997	14	
254	M233-14	9714914	Australia	1997	14	
255	M234-4	9715206	Australia	1997	4	
256	M235-6B	9716487	Australia	1997	6B	
257	M236-6B	9702105	Australia	1997	6B	
258	M237-14	118504	Australia	1997	14	
259	M238-14	118853	Australia	1997	14	
260	M239-14	114782	Australia	1997	14	
261	M241-18C	800129	The Netherlands	1980	18C	
262	M242-19A	892468	The Netherlands	1989	19A	
263	M243-2	891630	The Netherlands	1989	2	
264	M244-7F	880547	The Netherlands	1988	7F	
265	M245-6A	820492	The Netherlands	1982	6A	
266	M246-8	911085	The Netherlands	1991	8	
267	M247-14	790431	The Netherlands	1979	14	
268	M248-7F	840018	The Netherlands	1984	7F	
269	M249-6	921168	The Netherlands	1992	6	
270	M250-18C	860227	The Netherlands	1986	18C	
271	M251-23	810721	The Netherlands	1981	23	
272	M252-3	750339	The Netherlands	1975	3	
273	M253-18	830466	The Netherlands	1983	18	
274	M254-15B	870741	The Netherlands	1987	15B	
275	M255-19F	890992	The Netherlands	1989	19F	
276	M256-6	760772	The Netherlands	1976	6	
277	M257-33F	820149	The Netherlands	1982	33F	
278	M258-4	780993	The Netherlands	1978	4	
279	M259-6A	851190	The Netherlands	1985	6A	
280	M261-8	760774	The Netherlands	1976	8	
281	M262-14	840380	The Netherlands	1984	14	
282	M263-18	790590	The Netherlands	1979	18	
283	M264-3	840580	The Netherlands	1984	3	
284	M265-7F	871165	The Netherlands	1987	7F	
285	M266-8	830904	The Netherlands	1983	8	
286	M267-14	790228	The Netherlands	1979	14	
287	M268-14	910833	The Netherlands	1991	14	
288	M269-14	801407	The Netherlands	1980	14	
289	M270-8	890279	The Netherlands	1989	8	
290	M271-14	841312	The Netherlands	1984	14	
291	M272-18B	910798	The Netherlands	1991	18B	
292	M273-14	800876	The Netherlands	1980	14	
293	M274-19	871694	The Netherlands	1987	19	
294	M275-4	840929	The Netherlands	1984	4	
295	M276-19F	891308	The Netherlands	1989	19F	
296	M277-14	750051	The Netherlands	1975	14	
297	M278-14	910105	The Netherlands	1991	14	
298	M279-4	780966	The Netherlands	1978	4	
299	M280-19F	E/265	Uruguay	1995	19F	
300	M281-7F	E/278	Uruguay	1995	7F	
301	M282-5	E/304	Uruguay	1995	5	
302	M283-20	E/336	Uruguay	1995	20	
303	M284-7F	E/360	Uruguay	1995	7F	
304	M285-7F	E/416	Uruguay	1996	7F	
305	M286-6B	E/461	Uruguay	1996	6B	
306	M288-14	E/513	Uruguay	1996	14	
307	M289-12F	E/741	Uruguay	1997	12F	
308	M290-3	E/765	Uruguay	1997	3	
309	M291-14	E/468	Uruguay	1996	14	
310	M292-19F	TO3102	Canada	1995	19F	
311	M293-12F	TO3452	Canada	1995	12F	
312	M294-6B	TO3235	Canada	1995	6B	
313	M295-14	TO3083	Canada	1995	14	
314	M296-9V	TO3528	Canada	1996	9V	
315	M297-3	TO3596	Canada	1996	3	
316	M298-6B	TO3210	Canada	1995	6B	
317	M299-19F	TO3080	Canada	1995	19F	
318	M300-3	TO3359	Canada	1995	3	
319	M301-23F	TO3079	Canada	1995	23F	
320	M302-14	TO3209	Canada	1995	14	
321	M303-35B	TO3285	Canada	1995	35B	
322	M304-14	TO3466	Canada	1995	14	
323	M305-19F	TO3072	Canada	1995	19F	
324	M306-NT	TO3623	Canada	1996	NT	
325	273-14	POL273	Poland	1994	14	
326	342-14	POL342	Poland	1994	14	
327	181-9V	POL181	Poland	1994	9V	
328	337-9V	POL337	Poland	1994	9V	
329	269-6B	POL269	Poland	1994	6B	
330	271-6B	POL271	Poland	1994	6B	
331	233-23F	POL233	Poland	1994	23F	
332	234-23F	POL234	Poland	1994	23F	
333	338-23F	POL338	Poland	1994	23F	
334	339-23F	POL339	Poland	1994	23F	
335	341-14	POL341	Poland	1994	14	
336	151-23F	POL151	Poland	1994	23F	
337	178-23F	POL178	Poland	1994	23F	
338	TW1-19F	874	Taiwan	1993	19F	
339	TW2-19F	875	Taiwan	1993	19F	
340	TW3-19F	886	Taiwan	1997	19F	
341	TW4-23F	889	Taiwan	1994	23F	
342	TW17-23F	895	Taiwan	1997	23F	
343	TW12-19F	896	Taiwan	1997	19F	
344	TW13-19F	897	Taiwan	1997	19F	
345	TW14-19F	898	Taiwan	1997	19F	
346	TW15-19F	899	Taiwan	1997	19F	
347	TW16-23F	900	Taiwan	1997	23F	
348	TW29-23F	901	Taiwan	1997	23F	
349	TW28-19F	902	Taiwan	1997	19F	
350	TW18-19F	904	Taiwan	1997	19F	
351	TW19-19F	906	Taiwan	1997	19F	
352	TW20-19F	907	Taiwan	1997	19F	
353	TW21-19F	908	Taiwan	1997	19F	
354	TW22-9V	909	Taiwan	1997	9V	
355	TW23-23F	910	Taiwan	1997	23F	
356	TW24-23F	911	Taiwan	1997	23F	
357	TW25-6B	912	Taiwan	1997	6B	
358	TW27-23F	913	Taiwan	1997	23F	
359	TW26-19F	914	Taiwan	1997	19F	
360	TW11-23F	915	Taiwan	1997	23F	
361	TW5-19F	916	Taiwan	1994	19F	
362	TW6-19F	924	Taiwan	1995	19F	
363	TW7-23F	935	Taiwan	1996	23F	
364	TW8-19F	938	Taiwan	1996	19F	
365	TW9-19F	939	Taiwan	1996	19F	
366	TW10-19F	941	Taiwan	1996	19F	
367	TW39-23F	944	Taiwan	1997	23F	
368	TW30-19F	945	Taiwan	1997	19F	
369	TW31-19F	948	Taiwan	1997	19F	
370	TW50-9V	950	Taiwan	1997	9V	
371	TW40-23F	951	Taiwan	1997	23F	
372	TW47-23F	952	Taiwan	1997	23F	
373	TW32-19F	953	Taiwan	1997	19F	
374	TW41-23F	954	Taiwan	1997	23F	
375	TW51-14	955	Taiwan	1997	14	
376	TW33-19F	956	Taiwan	1997	19F	
377	TW34-19F	957	Taiwan	1997	19F	
378	TW42-23F	958	Taiwan	1997	23F	
379	TW35-19F	959	Taiwan	1997	19F	
380	TW48-23F	960	Taiwan	1997	23F	
381	TW49-23F	961	Taiwan	1997	23F	
382	TW43-23F	962	Taiwan	1997	23F	
383	TW44-23F	963	Taiwan	1997	23F	
384	TW36-19F	964	Taiwan	1997	19F	
385	TW37-19F	965	Taiwan	1997	19F	
386	TW45-23F	967	Taiwan	1997	23F	
387	TW38-19F	968	Taiwan	1997	19F	
388	TW46-23F	969	Taiwan	1997	23F	
389	TW71-19F	TWI1	Taiwan	1993	19F	
390	TW72-23F	TWI6	Taiwan	1993	23F	
391	TW73	TWI7	Taiwan	1993		
392	TW74	TWI8	Taiwan			
393	TW75-23A	TWI10	Taiwan	1994	23A	
394	TW76-35C	TWI11	Taiwan	1994	35C	
395	TW77-23F	TWI12	Taiwan	1995	23F	
396	TW78-19F	TWI13	Taiwan	1996	19F	
397	TW79	TWI14	Taiwan			
398	TW80-19F	TWI15	Taiwan	1996	19F	
399	TW81-23F	TWI17	Taiwan	1997	23F	
400	TW83	TWI19	Taiwan	1997		
401	TW52-23F	TW52	Taiwan	1996	23F	
402	TW53-19F	TW53	Taiwan	1996	19F	
403	TW54-23F	TW54	Taiwan	1996	23F	
404	TW55-19F	TW55	Taiwan	1996	19F	
405	TW56-19F	TW56	Taiwan	1996	19F	
406	TW57-6B	TW57	Taiwan	1996	6B	
407	TW58-19F	TW58	Taiwan	1996	19F	
408	TW59-23F	TW59	Taiwan	1997	23F	
409	TW60-19F	TW60	Taiwan	1997	19F	
410	TW61-23F	TW61	Taiwan	1996	23F	
411	TW62-23F	TW62	Taiwan	1996	23F	
412	TW63-19F	TW63	Taiwan	1996	19F	
413	TW64-19F	TW64	Taiwan	1996	19F	
414	TW65-23F	TW65	Taiwan	1997	23F	
415	TW66-23F	TW66	Taiwan	1997	23F	
416	TW67-23F	TW67	Taiwan	1997	23F	
417	TW68-23F	TW68	Taiwan	1996	23F	
418	TW69-23F	TW69	Taiwan	1997	23F	
419	TW70-23F	TW70	Taiwan	1996	23F	
420	TW82-14	TW82	Taiwan	1997	14	
421	M310-33F	MA971	Spain	1997	33F	
422	M311-19F	MA974	Spain	1997	19F	
423	M312-6A	MA975	Spain	1997	6A	
424	M313-4	MA976	Spain	1997	4	
425	M314-3	MA977	Spain	1997	3	
426	M316-18C	MA979	Spain	1997	18C	
427	M317-16F	MA9710	Spain	1997	16F	
428	M318-19F	MA9711	Spain	1997	19F	
429	M319-18A	MA9712	Spain	1997	18A	
430	M320-6B	MA9714	Spain	1997	6B	
431	M321-6B	MA9716	Spain	1997	6B	
432	M322-14	MA9717	Spain	1997	14	
433	M323-15A	MA9718	Spain	1997	15A	
434	M324-12F	MA9719	Spain	1997	12F	
435	M325-14	MA9720	Spain	1997	14	
436	M326-18C	MA9721	Spain	1997	18C	
437	M327-19F	MA9723	Spain	1997	19F	
438	M328-12F	MA9724	Spain	1997	12F	
439	M329-19F	MA9725	Spain	1997	19F	
440	M330-18C	MA9726	Spain	1997	18C	
441	M331-18C	MA9727	Spain	1997	18C	
442	M332-11A	MA9728	Spain	1997	11A	
443	M333-19A	MA9729	Spain	1997	19A	
444	M334-18C	MA9730	Spain	1997	18C	
445	M335-20	MA9731	Spain	1997	20	
446	M336-6B	MA9732	Spain	1997	6B	
447	M337-6B	MA9733	Spain	1997	6B	
448	M338-15B	MA9734	Spain	1997	15B	
449	M339-14	MA9735	Spain	1997	14	
450	M340-4	MA9736	Spain	1997	4	
451	M341-3	MA9737	Spain	1997	3	
452	M342-4	MA9738	Spain	1997	4	
453	M343-9N	MA9739	Spain	1997	9N	
454	M344-10A	MA9740	Spain	1997	10A	
455	M345-18C	MA9741	Spain	1997	18C	
456	M346-19A	MA9742	Spain	1997	19A	
457	M347-6B	MA9743	Spain	1997	6B	
458	M348-6B	MA9744	Spain	1997	6B	
459	M349-14	MA9745	Spain	1997	14	
460	M350-14	MA9747	Spain	1997	14	
461	M351-19F	MA9748	Spain	1997	19F	
462	M352-16F	MA9749	Spain	1997	16F	
463	M353-11A	MA9750	Spain	1997	11A	
464	M354-11A	MA9751	Spain	1997	11A	
465	M355-24F	MA9752	Spain	1997	24F	
466	M356-3	MA9753	Spain	1997	3	
467	M357-9V	MA9754	Spain	1997	9V	
468	M358-28A	MA9755	Spain	1997	28A	
469	M359-14	MA9756	Spain	1997	14	
470	M360-15A	MA9757	Spain	1997	15A	
471	M361-23A	MA9758	Spain	1997	23A	
472	M362-15B	MA9759	Spain	1997	15B	
473	M430-7F	1034 (CSF-29)	UK	1998	7F	
474	M431-10A	1040 (CSF-30)	UK	1998	10A	
475	CS109-23F	CS109	USA	1991	23F	
476	GM4-23F	GM4	Spain	1988	23F	
477	GM28-23F	GM28	Spain	1988	23F	
478	GM54-23F	GM54	Spain	1988	23F	
479	GM116-23F	GM116	Spain	1989	23F	
480	GM145-23F	GM145	Spain	1989	23F	
481	VA79-19A	VA79	Spain	1994	19A	
482	SJD86-19A	SJD86	Spain	1994	19A	
483	PO329-19F		Poland		19F	
484	C85-19F	C85	Spain	1994	19F	
485	SP496-19F	496	Spain	1994	19F	
486	VA91-19F	VA91	Spain	1994	19F	
487	VA95-19F	VA95	Spain	1994	19F	
488	VH17-14	VH17	Spain	1990	14	
489	SP681-6B		Spain	1986	6B	
490	MS10-6B	MS10	Spain	1989	6B	
491	GM41-6B	GM41	Spain	1988	6B	
492	T8-6B	T8	Spain	1989	6B	
493	GM121-6B	GM121	Spain	1989	6B	
494	NSM2-6A	NSM2	Spain	1989	6A	
495	VH18-14	VH18	Spain	1990	14	
496	VH20-14	VH20	Spain	1990	14	
497	MS21-14	MS21	Spain	1990	14	
498	MS22-14	MS22	Spain	1990	14	
499	B12-14	B12	Spain	1992	14	
500	GM23-14	GM23	Spain	1993	14	
501	C38-14	C38	Spain	1994	14	
502	SJ37-14	SJ37	Spain	1994	14	
503	B27-14	B27	Spain	1994	14	
504	B28-14	B28	Spain	1994	14	
505	SO34-14	SO34	Spain	1990	14	
506	GM57-14	GM57	Spain	1988	14	
507	NSM41-15F	NSM41	Spain	1988	15F	
508	GM44-15	GM44	Spain	1989	15	
509	B67-15	B67	Spain	1989	15	
510	NSM43-15	NSM43	Spain	1989	15	
511	C68-15	C68	Spain	1993	15	
512	T58-15A	T58	Spain	1993	15A	
513	U1-14		Uruguay	1993	14	
514	U2-14		Uruguay	1994	14	
515	Th-P086B-6B		Thailand	1993	6B	
516	Th-P174B-6B		Thailand	1993	6B	
517	Th-P390B-6B		Thailand	1993	6B	
518	Th-P304B-6B		Thailand	1993	6B	
519	Th-P409P-6B		Thailand	1993	6B	
520	Th-P476B-6B		Thailand	1993	6B	
521	NL-950152-6B		The Netherlands	1995	6B	
522	NL-950961-6B		The Netherlands	1995	6B	
523	NL-951061-6B		The Netherlands	1995	6B	
524	NL-960587-6B		The Netherlands	1996	6B	
525	SP-3352-6B		Spain	1995	6B	
526	US-1309/92-6B		USA	1992	6B	
527	US-248/92-6B		USA	1992	6B	
528	US-1751/91-6B		USA	1991	6B	
529	SA-50803-6B	50803	South Africa		6B	
530	SA-17619-19A	17619	South Africa		19A	
531	M363-14	MA9860	Spain	1998	14	
532	M364-19A	MA9861	Spain	1998	19A	
533	M365-8	MA9862	Spain	1998	8	
534	M366-18C	MA9863	Spain	1998	18C	
535	M367-8	MA9864	Spain	1998	8	
536	M368-15B	MA9865	Spain	1998	15B	
537	M369-3	MA9866	Spain	1998	3	
538	M370-15B	MA9867	Spain	1998	15B	
539	M371-23F	MA9868	Spain	1998	23F	
540	M372-33F	MA9869	Spain	1998	33F	
541	M373-3	MA9870	Spain	1998	3	
542	M374-20	MA9871	Spain	1998	20	
543	M375-13	MA9872	Spain	1998	13	
544	M376-33F	MA9873	Spain	1998	33F	
545	M377-19F	MA9874	Spain	1998	19F	
546	M378-8	MA9875	Spain	1998	8	
547	M379-12F	MA9876	Spain	1998	12F	
548	M380-6B	MA9877	Spain	1998	6B	
549	M381-3	MA9878	Spain	1998	3	
550	M382-23F	MA9879	Spain	1998	23F	
551	M383-6B	MA9880	Spain	1998	6B	
552	M384-3	MA9881	Spain	1998	3	
